SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
LVP-GRAN-0017,"Grandeur 7"" Timeless — Acacia",Grandeur,Grandeur,,41d3aed6-793d-4da8-a710-49ba3e2a2fe0,GRND7TIMELESSACACIA,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recwNVofiRfE3zjFf,matched
LVP-GRAN-0018,"Grandeur 7"" Timeless — Appalachian Mountains",Grandeur,Grandeur,,95ca80de-00ef-420d-af53-476ed24968f1,GRND7TIMELESSAPPALACHIANMOUNTAINS,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recByr2x0TAfQ7jkF,matched
LVP-GRAN-0019,"Grandeur 7"" Timeless — Barnboard",Grandeur,Grandeur,,0a6f6e36-8b89-11eb-f3d6-7e8b1f0c0e39,GRND7TIMELESSBARNBOARD,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,rec0K3vUMnwyV1U9A,matched
LVP-GRAN-0020,"Grandeur 7"" Timeless — Cloudy Sky",Grandeur,Grandeur,,c6236040-bdce-49da-887e-b20d54fe4347,GRND7TIMELESSCLOUDYSKY,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recUH0cbXi9i2brIw,matched
LVP-GRAN-0021,"Grandeur 7"" Timeless — Exotic Walnut",Grandeur,Grandeur,,dc884c17-07d5-4d83-82a7-185243800de0,GRND7TIMELESSEXOTICWALNUT,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recDXT0aXGjOuQMBd,matched
LVP-GRAN-0022,"Grandeur 7"" Timeless — Haze",Grandeur,Grandeur,,e4fbe49e-44bb-4e45-9f33-0e303f565314,GRND7TIMELESSHAZE,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recnAfEHG1PG3rwJE,matched
LVP-GRAN-0023,"Grandeur 7"" Timeless — Hazelnut",Grandeur,Grandeur,,1c8046e4-3772-4a4c-ba75-afe195e090f7,GRND7TIMELESSHAZELNUT,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,reccNCN7Jkcyub7vT,matched
LVP-GRAN-0024,"Grandeur 7"" Timeless — Northern Oak",Grandeur,Grandeur,,efcc8b00-e172-465f-a1c6-b6c4c04f6779,GRND7TIMELESSNORTHERNOAK,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recIwHaohMShCTlAx,matched
LVP-GRAN-0025,"Grandeur 7"" Timeless — Smoked Oak",Grandeur,Grandeur,,db2ff98c-bd4d-4a13-9fb3-587f3801af9e,GRND7TIMELESSSMOKEDOAK,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recACBkC1gG2L26g2,matched
LVP-GRAN-0026,"Grandeur 7"" Timeless — Weathered Oak",Grandeur,Grandeur,,659cdd77-6ffa-4151-94a0-5e78de73404b,GRND7TIMELESSWEATHEREDOAK,Timeless,Flooring,LVP,Loose-lay vinyl,,,,,7,5,20,,,,,Loose lay,Loose lay,,FALSE,,,,,,,2.44,3.44,4.99,,,,,2026-09-01,Cowork,23.35,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recXrpBwn3TmGsZ7m,matched
LVP-GRAN-0027,"Grandeur 7"" Ultimate — Friday Harbor",Grandeur,Grandeur,,a14fe2ac-7795-4112-af8f-4ba3f709e0ec,GRND7ULTIMATEFRIDAYHARBOR,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recEt2kt00mmcnQE4,matched
LVP-GRAN-0028,"Grandeur 7"" Ultimate — Humber Bay",Grandeur,Grandeur,,2e2a3059-6889-4404-ad37-3923342f6c4b,GRND7ULTIMATEHUMBERBAY,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,rec0GNSBpT7rcWuob,matched
LVP-GRAN-0029,"Grandeur 7"" Ultimate — High Park",Grandeur,Grandeur,,c236a9ad-b17a-4cdb-8671-5793137e8b58,GRND7ULTIMATEHIGHPARK,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,rectGtZphApMR0vMs,matched
LVP-GRAN-0030,"Grandeur 7"" Ultimate — Lakeshore Blvd",Grandeur,Grandeur,,bab57cfe-2a3b-411d-822e-3a9b4d2dc6c9,GRND7ULTIMATELAKESHOREBLVD,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recPSHw8KpwJf1sqf,matched
LVP-GRAN-0031,"Grandeur 7"" Ultimate — Lakeview",Grandeur,Grandeur,,ec1fd64e-e983-409f-b84f-afcca3b8bf93,GRND7ULTIMATELAKEVIEW,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recus505aLyhFyHUe,matched
LVP-GRAN-0032,"Grandeur 7"" Ultimate — Pier 17",Grandeur,Grandeur,,aef103e4-ccae-4294-a0a2-c30c92c65c0c,GRND7ULTIMATEPIER17,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recwzM02dBHKaYY0Z,matched
LVP-GRAN-0033,"Grandeur 7"" Ultimate — Sunny Side",Grandeur,Grandeur,,f184bf18-c17e-4ae5-a643-7f5131508727,GRND7ULTIMATESUNNYSIDE,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,rec5OKPLXUaRyw10f,matched
LVP-GRAN-0034,"Grandeur 7"" Ultimate — Summer Wharf",Grandeur,Grandeur,,81264d25-47f1-4b97-b69a-057b0b87123a,GRND7ULTIMATESUMMERWHARF,Ultimate,Flooring,LVP,Loose-lay vinyl,,,,,7,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,23.36,,,,,TRUE,TRUE,TRUE,,,,,,Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.,,recePcHRuCJUzG0WQ,matched
LVP-GRAN-0035,"Grandeur 12"" Ultimate — Arch Bridge",Grandeur,Grandeur,,2f89c497-fd75-4511-883a-05cd91767932,GRND12ULTIMATEARCHBRIDGE,Ultimate,Flooring,LVT,Loose-lay vinyl,,,,,12,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,20.02,,,,,TRUE,TRUE,TRUE,,,,,,"12""x24"" tile-format loose-lay vinyl -> Category=LVT. Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.",,recMzzVRk9KkuHWdx,matched
LVP-GRAN-0036,"Grandeur 12"" Ultimate — Skyline",Grandeur,Grandeur,,2af1d997-ee2f-40f6-b0ae-931a12ab915d,GRND12ULTIMATESKYLINE,Ultimate,Flooring,LVT,Loose-lay vinyl,,,,,12,5,28,,,,Ceramic Coating,Loose lay,Loose lay,,FALSE,,,,,,,3.04,4.04,5.59,,,,,2026-09-01,Cowork,20.02,,,,,TRUE,TRUE,TRUE,,,,,,"12""x24"" tile-format loose-lay vinyl -> Category=LVT. Made in Korea. Material type set to 'Loose-lay vinyl' per the Woden/Purelux-precedent value; confirm acceptable in live schema.",,rec2hTiV4pyd2YLF5,matched
LAM-GRAN-0001,Grandeur 12mm 12 Collection — Arles Natural,Grandeur,Grandeur,,4c6a39de-71fb-4cb8-bfdf-c57e02ae0cd1,GRND12MM12COLLECTIONARLESNATURAL,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recixZwavXI4kvp8H,matched
LAM-GRAN-0003,Grandeur 12mm 12 Collection — Fado Gavia,Grandeur,Grandeur,,1da3161b-1388-43c1-891d-96ea6c5a9880,GRND12MM12COLLECTIONFADOGAVIA,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recos0lzPMNAzKJUH,matched
LAM-GRAN-0004,Grandeur 12mm 12 Collection — Fado Sotavento,Grandeur,Grandeur,,63ca2876-8e3e-4539-9588-e4fa05915b37,GRND12MM12COLLECTIONFADOSOTAVENTO,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recNe4Ke0sRJjEIUN,matched
LAM-GRAN-0005,Grandeur 12mm 12 Collection — Kalas Albar,Grandeur,Grandeur,,8fa820bd-016f-4d13-8a67-66484c08ad21,GRND12MM12COLLECTIONKALASALBAR,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recEmHVn1vNGpvCDt,matched
LAM-GRAN-0006,Grandeur 12mm 12 Collection — Kalmar Gris,Grandeur,Grandeur,,d4821c00-fa71-4b27-9d96-25c9eab72776,GRND12MM12COLLECTIONKALMARGRIS,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recDEJ8hKH3DnbB7d,matched
LAM-GRAN-0007,Grandeur 12mm 12 Collection — Kalas Noz,Grandeur,Grandeur,,e894d55a-4aeb-4347-af4e-823e6cd6c89e,GRND12MM12COLLECTIONKALASNOZ,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recphjAQEHoPoZCOn,matched
LAM-GRAN-0008,Grandeur 12mm 12 Collection — Roble Twilight,Grandeur,Grandeur,,26be438f-5a00-4070-9f32-21c32cbc57ac,GRND12MM12COLLECTIONROBLETWILIGHT,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recOTYmFCscDPrdhL,matched
LAM-GRAN-0009,Grandeur 12mm 12 Collection — Viena Dorado,Grandeur,Grandeur,,7ecc043a-a328-4c2f-9d9f-76d41b3131f5,GRND12MM12COLLECTIONVIENADORADO,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recGwoBfFjXuxCQfL,matched
LAM-GRAN-0010,Grandeur 12mm 12 Collection — Wexford Tostado,Grandeur,Grandeur,,af323a25-3573-4aa2-8591-be9a4dc945b2,GRND12MM12COLLECTIONWEXFORDTOSTADO,12 Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,16.68,,,,,TRUE,FALSE,,,,,,,,,recvIP7CSzUgMcTYC,matched
LAM-GRAN-0011,Grandeur 12mm XXL Collection — Aneto,Grandeur,Grandeur,,bf45a1e2-c25a-455d-ac66-a1ad76055c4d,GRND12MMXXLANETO,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recHIY8f8NM83xQ6H,matched
LAM-GRAN-0012,Grandeur 12mm XXL Collection — Cervino,Grandeur,Grandeur,,09d9ea1d-4b58-48be-9d22-be86a4b09c95,GRND12MMXXLCERVINO,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recNeuvucASNCxU25,matched
LAM-GRAN-0013,Grandeur 12mm XXL Collection — Denali,Grandeur,Grandeur,,647cc626-ecd3-4247-a410-bc4b450e16c6,GRND12MMXXLDENALI,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,reced2KFqtKVsxzdV,matched
LAM-GRAN-0014,Grandeur 12mm XXL Collection — Elgon,Grandeur,Grandeur,,93467ac7-fe31-4438-b7af-9e61813b38fb,GRND12MMXXLELGON,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recjbM4UyEhKMwOLH,matched
LAM-GRAN-0015,Grandeur 12mm XXL Collection — Everest,Grandeur,Grandeur,,338fca1f-b24c-4639-8080-05e48ef69a0e,GRND12MMXXLEVEREST,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recXNSfawycS25hoF,matched
LAM-GRAN-0016,Grandeur 12mm XXL Collection — Fuji,Grandeur,Grandeur,,50d6240e-7385-4d3f-bd60-4a0ae4b39b5e,GRND12MMXXLFUJI,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recxTVxeHsbLfXnDI,matched
LAM-GRAN-0017,Grandeur 12mm XXL Collection — Kilimanjaro,Grandeur,Grandeur,,1d5d34e6-5333-45ee-bd21-a40387493d72,GRND12MMXXLKILIMANJARO,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,reclV39UW8z6Fr7b5,matched
LAM-GRAN-0018,Grandeur 12mm XXL Collection — King Peak,Grandeur,Grandeur,,ed8e65a6-0a53-434b-9eed-81fc631d4be3,GRND12MMXXLKINGPEAK,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recrwjXZn0gEtnkQc,matched
LAM-GRAN-0019,Grandeur 12mm XXL Collection — Logan,Grandeur,Grandeur,,d4ea4b8e-4285-454d-880c-fcef82976d66,GRND12MMXXLLOGAN,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recrD3o0gbn4a0efH,matched
LAM-GRAN-0020,Grandeur 12mm XXL Collection — Mont Blanc,Grandeur,Grandeur,,cca6201f-baa3-43fd-9d9a-e1252127d132,GRND12MMXXLMONTBLANC,XXL Collection,Flooring,Laminate,HDF core,,,,,,12,,,,AC6,,Click,Float,Uniclic,,,,,,,,2.79,3.79,5.19,,,,,2026-09-01,Cowork,18.86,,,,,TRUE,FALSE,,,,,,,,,recUf1v4hYV2NSv2u,matched
LAM-GRAN-0021,Grandeur 12mm Aquamate — Adelaide,Grandeur,Grandeur,,9a41372f-3d13-47f1-808e-9addf592b8d5,GRND12MMAQUAMATEADELAIDE,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,recVe2VycDGeaEu6D,matched
LAM-GRAN-0022,Grandeur 12mm Aquamate — Alice Springs,Grandeur,Grandeur,,aca0fdd0-7677-4449-a9d4-d3f937d41a49,GRND12MMAQUAMATEALICESPRINGS,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,rec3dgvUu8ud9fZK3,matched
LAM-GRAN-0023,Grandeur 12mm Aquamate — Brisbane,Grandeur,Grandeur,,f5f15bea-e4bf-400d-9244-a24bb56d9546,GRND12MMAQUAMATEBRISBANE,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,recWdHn7oGPphqPMX,matched
LAM-GRAN-0024,Grandeur 12mm Aquamate — Cairns,Grandeur,Grandeur,,18f2e9b5-73eb-4178-852e-e5a68b4305de,GRND12MMAQUAMATECAIRNS,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,recjXy03aTyBpgPrf,matched
LAM-GRAN-0025,Grandeur 12mm Aquamate — Canberra,Grandeur,Grandeur,,19b2fdae-5ef1-432a-8574-7b930dccffbe,GRND12MMAQUAMATECANBERRA,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,recN08dH2KlFUfu6B,matched
LAM-GRAN-0026,Grandeur 12mm Aquamate — Darwin,Grandeur,Grandeur,,94b8492b-5c24-41ad-84d8-f687a1a6d215,GRND12MMAQUAMATEDARWIN,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,recsXn0EAT6EptTef,matched
LAM-GRAN-0027,Grandeur 12mm Aquamate — Hobart,Grandeur,Grandeur,,b172256c-158a-4c0b-8770-968029069c6a,GRND12MMAQUAMATEHOBART,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,reczwlvhIikBRkGSY,matched
LAM-GRAN-0028,Grandeur 12mm Aquamate — Melbourne,Grandeur,Grandeur,,c0ec0244-b58d-469b-9efc-3cfc96a47001,GRND12MMAQUAMATEMELBOURNE,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,rec5XmPqgRJR4892s,matched
LAM-GRAN-0029,Grandeur 12mm Aquamate — Perth,Grandeur,Grandeur,,ccf820a0-b109-4db9-9cb5-dacf2bcfcbe6,GRND12MMAQUAMATEPERTH,Aquamate,Flooring,Laminate,Water-Resistant Core,,,,,,12,,,,AC4,,Click,Float,5G,,,,,,,,1.99,2.99,4.79,,1.99,2026-09-30,,2026-09-01,Cowork,23.31,,,,,TRUE,FALSE,,,,,,,SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. 72hr Water Resistant EIR HDF laminate -- Material type set to 'Water-Resistant Core'; Waterproof left FALSE per global rule (water-resistant is not the same as waterproof).,,recLg1CS4SRjYIUNg,matched
