SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,Match status,Match notes
TIL-GRAC-0025,Tiles — Brilliant White — 12 x 24,Gracious,Gracious,,9f2ac542-25df-4b13-a5dd-55ab718698ea,GRACTILESBRILLIANTWHITE,Tiles,Flooring,Tile / Stone,Porcelain,,Brilliant White,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku GRAC.T.BRIGHTWHITE.1224 (exact colour; verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.59
TIL-GRAC-0026,Tiles — Diana Antique Light — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7eb25a4dc040,GRACTILESDIANAANTIQUELIGHT,Tiles,Flooring,Tile / Stone,Porcelain,,Diana Antique Light,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku GRA.T.P.DiaAntLig.1224 (colour spelling drift (edit distance 3); verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0027,Tiles — Grassia White — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a603276d8,GRACTILESGRASSIAWHITE,Tiles,Flooring,Tile / Stone,Porcelain,,Grassia White,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku 20020 (exact colour; verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0028,Tiles — Rodas Bianco — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8b78c89698,GRACTILESRODASBIANCO,Tiles,Flooring,Tile / Stone,Porcelain,,Rodas Bianco,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku GRA.T.P.RodBia.1224 (exact colour; verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0029,Tiles — Thassos White Matt — 12 x 24 (Matte),Gracious,Gracious,,,GRACTILESTHASSOSWHITEMATTMATTE,Tiles,Flooring,Tile / Stone,,,Thassos White Matt,,,12,"24""",,,,,,Matte,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0030,Tiles — Tramanto Bianco — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a5fc362c6,GRACTILESTRAMANTOBIANCO,Tiles,Flooring,Tile / Stone,Porcelain,,Tramanto Bianco,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku 20015 (colour spelling drift (edit distance 1); verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0031,Tiles — Split Satvario — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8b797e5e04,GRACTILESSPLITSATVARIO,Tiles,Flooring,Tile / Stone,Porcelain,,Split Satvario,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku GRA.T.P.SplSat.1224 (colour spelling drift (edit distance 1); verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0032,Tiles — Unicorn 3 Glossy — 12 x 24 (Glossy),Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a5ee8dc89,GRACTILESUNICORN3GLOSSYGLOSSY,Tiles,Flooring,Tile / Stone,Porcelain,,Unicorn 3 Glossy,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku 20002 (exact colour; verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0033,Tiles — Devore Ivory — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a5fd9ecc8,GRACTILESDEVOREIVORY,Tiles,Flooring,Tile / Stone,Porcelain,,Devore Ivory,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku 20016 (exact colour; verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0034,Tiles — Diana Antique Dark — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a604735df,GRACTILESDIANAANTIQUEDARK,Tiles,Flooring,Tile / Stone,Porcelain,,Diana Antique Dark,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku 20021 (colour spelling drift (edit distance 3); verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0035,Tiles — Lumina White High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESLUMINAWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Lumina White High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0036,Tiles — Luminus White High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESLUMINUSWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Luminus White High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0037,Tiles — Marquary Ivory — 12 x 24,Gracious,Gracious,,0a6f6e36-8b89-11eb-f3d6-7e8a6078a31d,GRACTILESMARQUARYIVORY,Tiles,Flooring,Tile / Stone,Porcelain,,Marquary Ivory,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,OK,Matched LS sku 20023 (colour spelling drift (edit distance 1); verified: size 1224). Material type Porcelain taken from LS. WARNING: cost AT $1.29 vs LS $1.39
TIL-GRAC-0038,Tiles — Pietra Brown High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESPIETRABROWNHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Pietra Brown High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
TIL-GRAC-0039,Tiles — Pulpis Gris High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESPULPISGRISHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Pulpis Gris High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new,NOT_FOUND,No LS product with this colour at this size - new to Lightspeed. Lightspeed ID left blank so it imports as a CREATE.
